S11436E9	f	\N	Key Ideas and Details	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S11436A6	{S11436ED,S11436EE,S11436EF,S11436F0,S11436F1,S11436F2,S11436F3,S11436F4,S11436F5,S11436F6,S11436F7,S11436F8,S11436F9,S11436FA,S11436FB,S11436FC,S11436FD,S11436FE,S11437A6,S11437A7,S11437A8,S11437A9,S11437AA,S11437AB,S11437AC,S11437AD,S11437AE,S11437AF,S11437B0,S11437B1,S11437B2,S11437B3,S11437B4}	D10003FC
S11436EA	f	\N	Craft and Structure	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S11436A6	{S11436FF,S1143700,S1143701,S1143702,S1143703,S1143704,S1143705,S1143706,S1143707,S1143708,S1143709,S114370A,S114370B,S114370C,S114370D,S114370E,S114370F,S1143710,S11437B5,S11437B6,S11437B7,S11437B8,S11437B9,S11437BA,S11437BB,S11437BC,S11437BD,S11437BE,S11437BF,S11437C0,S11437C1,S11437C2,S11437C3}	D10003FC
S11436EB	f	\N	Integration of Knowledge and Ideas	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S11436A6	{S1143711,S1143712,S1143713,S1143714,S1143715,S1143716,S1143717,S1143718,S1143719,S114371A,S114371B,S114371C,S114371D,S114371E,S114371F,S1143720,S1143721,S1143722,S11437C4,S11437C5,S11437C6,S11437C7,S11437C8,S11437C9,S11437CA,S11437CB,S11437CC,S11437CD,S11437CE,S11437CF,S11437D0,S11437D1,S11437D2}	D10003FC
S11436EC	f	\N	Range of Reading and Level of Text Complexity	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S11436A6	{S1143723,S1143724,S1143725,S1143726,S1143727,S1143728,S11437D3,S2364824,S11437D4,S11437D5,S11437D6}	D10003FC
S11436A7	f	\N	Reading Standards: Foundational Skills	English	CCSS	{K,1,2,3,4,5}	D10003FC	{S1143729,S114372A,S114372B,S114372C}	D10003FC
S1143729	f	\N	Print Concepts	English	CCSS	{K,1}	S11436A7	{S1143731,S2364825}	D10003FC
S1143731	f	CCSS.ELA-Literacy.RF.K.1	Demonstrate understanding of the organization and basic features of print.	English	CCSS	{K}	S1143729	{S114373A,S114373B,S114373C,S114373D}	D10003FC
S2364825	f	CCSS.ELA-Literacy.RF.1.1	Demonstrate understanding of the organization and basic features of print.	English	CCSS	{1}	S1143729	{S114375E}	D10003FC
S114372A	f	\N	Phonological Awareness	English	CCSS	{K,1}	S11436A7	{S1143733,S2364826}	D10003FC
S1143733	f	CCSS.ELA-Literacy.RF.K.2	Demonstrate understanding of spoken words, syllables, and sounds (phonemes).	English	CCSS	{K}	S114372A	{S114373F,S1143740,S1143741,S1143742,S1143743}	D10003FC
S2364826	f	CCSS.ELA-Literacy.RF.1.2	Demonstrate understanding of spoken words, syllables, and sounds (phonemes).	English	CCSS	{1}	S114372A	{S114375F,S1143760,S1143761,S1143762}	D10003FC
S1047046	f	G4.1	Cultural Mosaic	Social Studies	MI	{6}	S104702B	{S1048BCD}	D10002CE
S114372B	f	\N	Phonics and Word Recognition	English	CCSS	{K,1,2,3,4,5}	S11436A7	{S1143735,S2364827,S2364828,S2364829,S2364830,S2364831}	D10003FC
S1143735	f	CCSS.ELA-Literacy.RF.K.3	Know and apply grade-level phonics and word analysis skills in decoding words.	English	CCSS	{K}	S114372B	{S1143748,S1143749,S114374A,S114374B}	D10003FC
S2364827	f	CCSS.ELA-Literacy.RF.1.3	Know and apply grade-level phonics and word analysis skills in decoding words.	English	CCSS	{1}	S114372B	{S114374C,S114374D,S114374E,S114374F,S1143750,S1143751,S1143752}	D10003FC
S2364828	f	CCSS.ELA-Literacy.RF.2.3	Know and apply grade-level phonics and word analysis skills in decoding words.	English	CCSS	{2}	S114372B	{S1143753,S1143754,S1143755,S1143756,S1143757,S1143758}	D10003FC
S2364829	f	CCSS.ELA-Literacy.RF.3.3	Know and apply grade-level phonics and word analysis skills in decoding words.	English	CCSS	{3}	S114372B	{S1143759,S114375A,S114375B,S114375C}	D10003FC
S2364830	f	CCSS.ELA-Literacy.RF.4.3	Know and apply grade-level phonics and word analysis skills in decoding words.	English	CCSS	{4}	S114372B	{S114375D}	D10003FC
S2364831	f	CCSS.ELA-Literacy.RF.5.3	Know and apply grade-level phonics and word analysis skills in decoding words.	English	CCSS	{5}	S114372B	{S2364832}	D10003FC
S114372C	t	\N	Fluency	English	CCSS	{K,1,2,3,4,5}	S11436A7	{S1143738,S2378500,S2378501,S2378502,S1143739,S2378503}	D10003FC
S2378500	f	CCSS.ELA-Literacy.RF.1.4	Read with sufficient accuracy and fluency to support comprehension.	English	CCSS	{1}	S114372C	{S1143763,S1143764,S1143765}	D10003FC
S2378501	f	CCSS.ELA-Literacy.RF.2.4	Read with sufficient accuracy and fluency to support comprehension.	English	CCSS	{2}	S114372C	{S2378504,S2378505,S2378506}	D10003FC
S2378502	f	CCSS.ELA-Literacy.RF.3.4	Read with sufficient accuracy and fluency to support comprehension.	English	CCSS	{3}	S114372C	{S2378507,S1143766,S1143767}	D10003FC
S1143739	f	CCSS.ELA-Literacy.RF.4.4	Read with sufficient accuracy and fluency to support comprehension.	English	CCSS	{4}	S114372C	{S2378508,S2378510,S2378511}	D10003FC
S2378503	f	CCSS.ELA-Literacy.RF.5.4	Read with sufficient accuracy and fluency to support comprehension.	English	CCSS	{5}	S114372C	{S2378509,S2378512,S2378513}	D10003FC
S11437A3	f	\N	Reading Standards for Literacy in History/Social Studies 6—12	English	CCSS	{6,7,8,9,10,11,12}	D10003FC	{S1143A9C,S1143A9D,S1143A9E,S1143A9F}	D10003FC
S1143A9C	f	\N	Key Ideas and Details	English	CCSS	{6,7,8,9,10,11,12}	S11437A3	{S1143AA0,S1143AA1,S1143AA2,S1143AA3,S1143AA4,S1143AA5,S1143AA6,S1143AA7,S1143AA8}	D10003FC
S1143A9D	f	\N	Craft and Structure	English	CCSS	{6,7,8,9,10,11,12}	S11437A3	{S1143AA9,S1143AAA,S1143AAB,S1143AAC,S1143AAD,S1143AAE,S1143AAF,S1143AB0,S1143AB1}	D10003FC
S1143A9E	f	\N	Integration of Knowledge and Ideas	English	CCSS	{6,7,8,9,10,11,12}	S11437A3	{S1143AB2,S1143AB3,S1143AB4,S1143AB5,S1143AB6,S1143AB7,S1143AB8,S1143AB9,S1143ABA}	D10003FC
S1143A9F	f	\N	Range of Reading and Level of Text Complexity	English	CCSS	{6,7,8,9,10,11,12}	S11437A3	{S1143ABB,S1143ABC,S1143ABD}	D10003FC
S11437A4	f	\N	Reading Standards for Literacy in Science and Technical Subjects 6—12	English	CCSS	{6,7,8,9,10,11,12}	D10003FC	{S1143ABE,S1143ABF,S1143AC0,S1143AC1}	D10003FC
S1143ABE	f	\N	Key Ideas and Details	English	CCSS	{6,7,8,9,10,11,12}	S11437A4	{S1143AC2,S1143AC3,S1143AC4,S1143AC6,S1143AC7,S1143AC8,S1143AC9,S1143ACA,S1143ACB}	D10003FC
S1143ABF	f	\N	Craft and Structure	English	CCSS	{6,7,8,9,10,11,12}	S11437A4	{S1143AC5,S1143ACC,S1143ACD,S1143ACE,S1143ACF,S1143AD0,S1143AD1,S1143AD2,S1143AD3}	D10003FC
S1143AC0	f	\N	Integration of Knowledge and Ideas	English	CCSS	{6,7,8,9,10,11,12}	S11437A4	{S1143AD4,S1143AD5,S1143AD6,S1143AD7,S1143AD8,S1143AD9,S1143ADA,S1143ADB,S1143ADC}	D10003FC
S1143AC1	f	\N	Range of Reading and Level of Text Complexity	English	CCSS	{6,7,8,9,10,11,12}	S11437A4	{S1143ADD,S1143ADE,S1143ADF}	D10003FC
S1143768	f	\N	College and Career Readiness Anchor Standards for Writing	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	D10003FC	{S11438C0,S11438C1,S11438C2,S11438C3}	D10003FC
S11438C0	f	\N	Text Types and Purposes	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S1143768	{S11438CB,S11438CC,S11438CD}	D10003FC
S11438C1	f	\N	Production and Distribution of Writing	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S1143768	{S11438C8,S11438C9,S11438CA}	D10003FC
S11438C2	f	\N	Research to Build and Present Knowledge	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S1143768	{S11438C5,S11438C6,S11438C7}	D10003FC
S11438C3	f	\N	Range of Writing	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S1143768	{S11438C4}	D10003FC
S11436A8	f	\N	Writing Standards	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	D10003FC	{S1143936,S1143937,S1143938,S1143939}	D10003FC
S1143936	t	\N	Text Types and Purposes	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S11436A8	{S114393C,S114393D,S114393E,S114393F,S1143940,S1143941,S1143942,S1143943,S1143944,S1143945,S114394A,S114394F,S1143954,S2364848,S2364850,S2364852,S2364849,S2364851,S1143967,S1143968,S1143969,S2364860,S2364861,S2364862,S2364863,S2364864,S2364865,S114398E,S114398F,S1143990,S2364881,S2364882,S2364883}	D10003FC
S2595541	f	D.	History, Culture, and Perspectives	Social Studies	NJ	{9,10,11,12}	S2595529	{S2595542,S2595543,S2595544}	D2594345
S1143945	f	CCSS.ELA-Literacy.W.3.1	Write opinion pieces on topics or texts, supporting a point of view with reasons.	English	CCSS	{3}	S1143936	{S1143946,S1143947,S1143948,S1143949}	D10003FC
S114394A	f	CCSS.ELA-Literacy.W.3.2	Write informative/explanatory texts to examine a topic and convey ideas and information clearly.	English	CCSS	{3}	S1143936	{S114394B,S114394C,S114394D,S114394E}	D10003FC
S114394F	f	CCSS.ELA-Literacy.W.3.3	Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.	English	CCSS	{3}	S1143936	{S1143950,S1143951,S1143952,S1143953}	D10003FC
S1143954	f	CCSS.ELA-Literacy.W.4.1	Write opinion pieces on topics or texts, supporting a point of view with reasons and information	English	CCSS	{4}	S1143936	{S1143955,S1143956,S1143957,S1143958}	D10003FC
S2364848	f	CCSS.ELA-Literacy.W.4.2	Write informative/explanatory texts to examine a topic and convey ideas and information clearly.	English	CCSS	{4}	S1143936	{S1143959,S114395A,S114395B,S114395C,S114395D}	D10003FC
S2364850	f	CCSS.ELA-Literacy.W.4.3	Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.	English	CCSS	{4}	S1143936	{S1143960,S1143961,S1143962,S1143963,S1143964}	D10003FC
S2364852	f	CCSS.ELA-Literacy.W.5.1	Write opinion pieces on topics or texts, supporting a point of view with reasons and information	English	CCSS	{5}	S1143936	{S1143975,S1143976,S1143977,S2364853}	D10003FC
S2364849	f	CCSS.ELA-Literacy.W.5.2	Write informative/explanatory texts to examine a topic and convey ideas and information clearly.	English	CCSS	{5}	S1143936	{S114395E,S2364854,S114395F,S2364855,S2364856}	D10003FC
S2364851	f	CCSS.ELA-Literacy.W.5.3	Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.	English	CCSS	{5}	S1143936	{S2364857,S1143965,S1143966,S2364858,S2364859}	D10003FC
S1143967	f	CCSS.ELA-Literacy.W.6.1	Write arguments to support claims with clear reasons and relevant evidence.	English	CCSS	{6}	S1143936	{S114396A,S114396B,S114396C,S114396D,S114396E}	D10003FC
S1143968	f	CCSS.ELA-Literacy.W.6.2	Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content	English	CCSS	{6}	S1143936	{S1143978,S114397B,S114397D,S1143980,S1143981,S1143982}	D10003FC
S1143969	f	CCSS.ELA-Literacy.W.6.3	Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.	English	CCSS	{6}	S1143936	{S1143984,S1143986,S1143988,S114398A,S114398C}	D10003FC
S2364860	f	CCSS.ELA-Literacy.W.7.1	Write arguments to support claims with clear reasons and relevant evidence.	English	CCSS	{7}	S1143936	{S114396F,S1143971,S1143972,S2364866,S1143974}	D10003FC
S2364861	f	CCSS.ELA-Literacy.W.7.2	Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content	English	CCSS	{7}	S1143936	{S1143979,S2364870,S114397E,S2364871,S2364873,S1143983}	D10003FC
S2364862	f	CCSS.ELA-Literacy.W.7.3	Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.	English	CCSS	{7}	S1143936	{S1143985,S2364876,S2364877,S114398B,S114398D}	D10003FC
S2364863	f	CCSS.ELA-Literacy.W.8.1	Write arguments to support claims with clear reasons and relevant evidence.	English	CCSS	{8}	S1143936	{S1143970,S2364868,S1143973,S2364867,S2364869}	D10003FC
S2364864	f	CCSS.ELA-Literacy.W.8.2	Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content	English	CCSS	{8}	S1143936	{S114397A,S114397C,S114397F,S2364872,S2364874,S2364875}	D10003FC
S2364865	f	CCSS.ELA-Literacy.W.8.3	Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.	English	CCSS	{8}	S1143936	{S2364879,S1143987,S1143989,S2364878,S2364880}	D10003FC
S114398E	f	CCSS.ELA-Literacy.W.9-10.1	Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.	English	CCSS	{9,10}	S1143936	{S1143991,S1143993,S1143995,S1143997,S1143998}	D10003FC
S114398F	f	CCSS.ELA-Literacy.W.9-10.2	Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.	English	CCSS	{9,10}	S1143936	{S1143999,S114399B,S114399D,S114399F,S11439A1,S11439A2}	D10003FC
S1143990	f	CCSS.ELA-Literacy.W.9-10.3	Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.	English	CCSS	{9,10}	S1143936	{S11439A3,S11439A5,S11439A6,S11439A8,S11439A9}	D10003FC
S2364881	f	CCSS.ELA-Literacy.W.11-12.1	Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.	English	CCSS	{11,12}	S1143936	{S1143992,S1143994,S1143996,S2364884,S2364885}	D10003FC
S2364882	f	CCSS.ELA-Literacy.W.11-12.2	Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.	English	CCSS	{11,12}	S1143936	{S114399A,S114399C,S114399E,S11439A0,S2364886,S2364887}	D10003FC
S2364883	f	CCSS.ELA-Literacy.W.11-12.3	Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.	English	CCSS	{11,12}	S1143936	{S11439A4,S2364888,S11439A7,S2364889,S2364890}	D10003FC
S1143937	f	\N	Production and Distribution of Writing	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S11436A8	{S11439AA,S11439AB,S11439AC,S11439AD,S2364930,S11439AF,S11439AE,S11439B0,S11439B1,S11439B2,S11439B3,S2364931,S11439B4,S2364932,S11439B5,S11439B6,S11439BC,S11439B7,S11439B8,S2364935,S11439B9,S11439BA,S2364936,S2364933,S11439BB,S2364937,S11439BD,S11439BE,S2364938,S2364934,S11439BF}	D10003FC
S11439AA	f	\N	(Begins in grade 3)	\N	CCSS	{K,1,2}	S1143937	{}	\N
S1143938	t	\N	Research to Build and Present Knowledge	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S11436A8	{S11439C0,S2364939,S11439C3,S11439C1,S11439C4,S11439C5,S11439C6,S11439C7,S11439C2,S11439C8,S11439C9,S11439CC,S11439CA,S11439CB,S2364942,S11439D1,S11439D2,S2364943,S11439D3,S2364940,S2364944,S11439D5,S11439D4,S2364945,S11439DC,S11439DD,S2364946,S2364941,S11439DE,S2364947}	D10003FC
S11439C2	f	\N	(Begins in grade 4)	\N	CCSS	{K,1,2,3}	S1143938	{}	\N
S11439CC	f	CCSS.ELA-Literacy.W.4.9	Draw evidence from literary or informational texts to support analysis, reflection, and research.	English	CCSS	{4}	S1143938	{S11439CD,S11439CE}	D10003FC
S2364942	f	CCSS.ELA-Literacy.W.5.9	Draw evidence from literary or informational texts to support analysis, reflection, and research.	English	CCSS	{5}	S1143938	{S11439CF,S11439D0}	D10003FC
S2364943	f	CCSS.ELA-Literacy.W.6.9	Draw evidence from literary or informational texts to support analysis, reflection, and research.	English	CCSS	{6}	S1143938	{S11439D6,S11439D7}	D10003FC
S2364944	f	CCSS.ELA-Literacy.W.7.9	Draw evidence from literary or informational texts to support analysis, reflection, and research.	English	CCSS	{7}	S1143938	{S11439D8,S11439D9}	D10003FC
S2364945	f	CCSS.ELA-Literacy.W.8.9	Draw evidence from literary or informational texts to support analysis, reflection, and research.	English	CCSS	{8}	S1143938	{S11439DA,S11439DB}	D10003FC
S2364946	f	CCSS.ELA-Literacy.W.9-10.9	Draw evidence from literary or informational texts to support analysis, reflection, and research.	English	CCSS	{9,10}	S1143938	{S11439DF,S11439E0}	D10003FC
S2364947	f	CCSS.ELA-Literacy.W.11-12.9	Draw evidence from literary or informational texts to support analysis, reflection, and research.	English	CCSS	{11,12}	S1143938	{S11439E1,S11439E2}	D10003FC
S1143939	f	\N	Range of Writing	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S11436A8	{S114393A,S114393B,S2364948,S2364949,S2364950,S2364951,S2364952,S2364953,S2364954}	D10003FC
S114393A	f	\N	(Begins in grade 3)	\N	CCSS	{K,1,2}	S1143939	{}	\N
S11437A5	f	\N	Writing Standards for Literacy in History/Social Studies, Science, and Technical Subjects 6—12	English	CCSS	{6,7,8,9,10,11,12}	D10003FC	{S1143AE0,S1143AE1,S1143AE2,S1143AE3}	D10003FC
S1143AE0	f	\N	Text Types and Purposes	English	CCSS	{6,7,8,9,10,11,12}	S11437A5	{S1143AF1,S1143AFE,S2364833,S2364838,S2364834,S2364839}	D10003FC
S1143AF1	f	CCSS.ELA-Literacy.WHST.6-8.1	Write arguments focused on discipline-specific content.	English	CCSS	{6,7,8}	S1143AE0	{S1143AF2,S1143AF3,S1143AF4,S1143AF5,S2364836}	D10003FC
S1143AFE	f	CCSS.ELA-Literacy.WHST.6-8.2	Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.	English	CCSS	{6,7,8}	S1143AE0	{S1143AFF,S1143B00,S1143B01,S1143B02,S1143B03,S1143B04}	D10003FC
S2364833	f	CCSS.ELA-Literacy.WHST.9-10.1	Write arguments focused on discipline-specific content.	English	CCSS	{9,10}	S1143AE0	{S1143AF6,S1143AF7,S1143AF8,S2364835,S2364837}	D10003FC
S2364838	f	CCSS.ELA-Literacy.WHST.9-10.2	Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.	English	CCSS	{9,10}	S1143AE0	{S1143B05,S1143B06,S1143B07,S1143B08,S1143B09,S1143B0A}	D10003FC
S2364834	f	CCSS.ELA-Literacy.WHST.11-12.1	Write arguments focused on discipline-specific content.	English	CCSS	{11,12}	S1143AE0	{S1143AF9,S1143AFA,S1143AFB,S1143AFC,S1143AFD}	D10003FC
S2364839	f	CCSS.ELA-Literacy.WHST.11-12.2	Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.	English	CCSS	{11,12}	S1143AE0	{S1143B0B,S1143B0C,S1143B0D,S1143B0E,S1143B0F}	D10003FC
S1143AE1	f	\N	Production and Distribution of Writing	English	CCSS	{6,7,8,9,10,11,12}	S11437A5	{S1143AEB,S1143AEE,S1143AED,S2364840,S1143AEC,S1143AEF,S2364841,S2364842,S1143AF0}	D10003FC
S1143AE2	f	\N	Research to Build and Present Knowledge	English	CCSS	{6,7,8,9,10,11,12}	S11437A5	{S1143AE5,S1143AE6,S1143AEA,S1143AE7,S1143AE8,S2364844,S2364843,S1143AE9,S2364845}	D10003FC
S1143AE3	f	\N	Range of Writing	English	CCSS	{6,7,8,9,10,11,12}	S11437A5	{S1143AE4,S2364846,S2364847}	D10003FC
S114372F	f	\N	College and Career Readiness Anchor Standards for Speaking and Listening	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	D10003FC	{S11437D7,S11437D8}	D10003FC
S11437D7	f	\N	Comprehension and Collaboration	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S114372F	{S11437D9,S11437DA,S11437DB}	D10003FC
S11437D8	f	\N	Presentation of Knowledge and Ideas	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S114372F	{S11437DC,S11437DD,S11437DE}	D10003FC
S11436A9	f	\N	Speaking and Listening Standards	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	D10003FC	{S11438D0,S11438D1}	D10003FC
S1143433	f	CCSS.Math.Content.1.NBT.C	Use place value understanding and properties of operations to add and subtract.	Math	CCSS	{1}	S114340B	{S1143443,S1143444,S1143445}	D10003FB
S11438D0	t	\N	Comprehension and Collaboration	English	CCSS	{K,1,2,3,4,5,6,7,8,9,10,11,12}	S11436A9	{S11438CE,S11438CF,S11438D2,S11438D3,S11438D4,S11438D5,S11438D6,S11438D7,S11438D8,S11438EA,S11438EB,S11438EC,S11438ED,S11438EE,S11438EF,S11438F0,S11438F1,S11438F2,S1143908,S1143909,S114390A,S114390B,S114390C,S114390D,S114390E,S114390F,S1143910,S1143918,S1143919,S114391A,S114391B,S114391C,S114391D}	D10003FC
S11438CE	f	CCSS.ELA-Literacy.SL.K.1	Participate in collaborative conversations with diverse partners about kindergarten topics and texts with peers and adults in small and larger groups.	English	CCSS	{K}	S11438D0	{S11438E2,S11438E3}	D10003FC
S11438D3	f	CCSS.ELA-Literacy.SL.1.1	Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups	English	CCSS	{1}	S11438D0	{S11438E4,S11438E5,S11438E6}	D10003FC
S11438D6	f	CCSS.ELA-Literacy.SL.2.1	Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.	English	CCSS	{2}	S11438D0	{S11438E7,S11438E8,S11438E9}	D10003FC
S11438EA	f	CCSS.ELA-Literacy.SL.3.1	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 3 topics and texts, building on others' ideas and expressing their own clearly.	English	CCSS	{3}	S11438D0	{S11438FC,S11438FD,S11438FE,S11438FF}	D10003FC
S11438ED	f	CCSS.ELA-Literacy.SL.4.1	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 4 topics and texts, building on others' ideas and expressing their own clearly.	English	CCSS	{4}	S11438D0	{S1143900,S1143901,S1143902,S1143903}	D10003FC
S11438F0	f	CCSS.ELA-Literacy.SL.5.1	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 5 topics and texts, building on others' ideas and expressing their own clearly.	English	CCSS	{5}	S11438D0	{S1143904,S1143905,S1143906,S1143907}	D10003FC
S1143908	f	CCSS.ELA-Literacy.SL.6.1	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 6 topics, texts, and issues, building on others' ideas and expressing their own clearly.	English	CCSS	{6}	S11438D0	{S1143922,S1143923,S1143924,S1143925}	D10003FC
S114390B	f	CCSS.ELA-Literacy.SL.7.1	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others' ideas and expressing their own clearly.	English	CCSS	{7}	S11438D0	{S1143926,S1143927,S1143928,S1143929}	D10003FC
S114390E	f	CCSS.ELA-Literacy.SL.8.1	Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others' ideas and expressing their own clearly.	English	CCSS	{8}	S11438D0	{S114392A,S114392B,S114392C,S114392D}	D10003FC
S1143918	f	CCSS.ELA-Literacy.SL.9-10.1	Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 9—10 topics, texts, and issues, building on others' ideas and expressing their own clearly and persuasively.	English	CCSS	{9,10}	S11438D0	{S114392E,S114392F,S1143930,S1143931}	D10003FC
S114391B	f	CCSS.ELA-Literacy.SL.11-12.1	Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 11—12 topics, texts, and issues, building on others' ideas and expressing their own clearly and persuasively.	English	CCSS	{11,12}	S11438D0	{S1143932,S1143933,S1143934,S1143935}	D10003FC
