S11436B2	CCSS.ELA-Literacy.RL.K.1	1.	RL.K.1	GK.RL.1	CCSS.ELA.GK.RL.1	f	With prompting and support, ask and answer questions about key details in a text.	English	CCSS	{K}	S11436AE	D10003FC
S11436B3	CCSS.ELA-Literacy.RL.K.2	2.	RL.K.2	GK.RL.2	CCSS.ELA.GK.RL.2	f	With prompting and support, retell familiar stories, including key details.	English	CCSS	{K}	S11436AE	D10003FC
S11436B4	CCSS.ELA-Literacy.RL.K.3	3.	RL.K.3	GK.RL.3	CCSS.ELA.GK.RL.3	f	With prompting and support, identify characters, settings, and major events in a story.	English	CCSS	{K}	S11436AE	D10003FC
S11436B5	CCSS.ELA-Literacy.RL.1.1	1.	RL.1.1	G1.RL.1	CCSS.ELA.G1.RL.1	f	Ask and answer questions about key details in a text.	English	CCSS	{1}	S11436AE	D10003FC
S11436B6	CCSS.ELA-Literacy.RL.1.2	2.	RL.1.2	G1.RL.2	CCSS.ELA.G1.RL.2	f	Retell stories, including key details, and demonstrate understanding of their central message or lesson.	English	CCSS	{1}	S11436AE	D10003FC
S11436B7	CCSS.ELA-Literacy.RL.1.3	3.	RL.1.3	G1.RL.3	CCSS.ELA.G1.RL.3	f	Describe characters, settings, and major events in a story, using key details.	English	CCSS	{1}	S11436AE	D10003FC
S11436B8	CCSS.ELA-Literacy.RL.2.1	1.	RL.2.1	G2.RL.1	CCSS.ELA.G2.RL.1	f	Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.	English	CCSS	{2}	S11436AE	D10003FC
S11436B9	CCSS.ELA-Literacy.RL.2.2	2.	RL.2.2	G2.RL.2	CCSS.ELA.G2.RL.2	f	Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.	English	CCSS	{2}	S11436AE	D10003FC
S11436BA	CCSS.ELA-Literacy.RL.2.3	3.	RL.2.3	G2.RL.3	CCSS.ELA.G2.RL.3	f	Describe how characters in a story respond to major events and challenges.	English	CCSS	{2}	S11436AE	D10003FC
S11436BB	CCSS.ELA-Literacy.RL.3.1	1.	RL.3.1	G3.RL.1	CCSS.ELA.G3.RL.1	f	Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.	English	CCSS	{3}	S11436AE	D10003FC
S11436BC	CCSS.ELA-Literacy.RL.3.2	2.	RL.3.2	G3.RL.2	CCSS.ELA.G3.RL.2	f	Recount stories, including fables, folktales, and myths from diverse cultures; determine the central message, lesson, or moral and explain how it is conveyed through key details in the text.	English	CCSS	{3}	S11436AE	D10003FC
S11436BD	CCSS.ELA-Literacy.RL.3.3	3.	RL.3.3	G3.RL.3	CCSS.ELA.G3.RL.3	f	Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events.	English	CCSS	{3}	S11436AE	D10003FC
S11436BE	CCSS.ELA-Literacy.RL.4.1	1.	RL.4.1	G4.RL.1	CCSS.ELA.G4.RL.1	f	Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.	English	CCSS	{4}	S11436AE	D10003FC
S11436BF	CCSS.ELA-Literacy.RL.4.2	2.	RL.4.2	G4.RL.2	CCSS.ELA.G4.RL.2	f	Determine a theme of a story, drama, or poem from details in the text; summarize the text.	English	CCSS	{4}	S11436AE	D10003FC
S11436C0	CCSS.ELA-Literacy.RL.4.3	3.	RL.4.3	G4.RL.3	CCSS.ELA.G4.RL.3	f	Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character's thoughts, words, or actions).	English	CCSS	{4}	S11436AE	D10003FC
S11436C1	CCSS.ELA-Literacy.RL.5.1	1.	RL.5.1	G5.RL.1	CCSS.ELA.G5.RL.1	f	Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.	English	CCSS	{5}	S11436AE	D10003FC
S11436C2	CCSS.ELA-Literacy.RL.5.2	2.	RL.5.2	G5.RL.2	CCSS.ELA.G5.RL.2	f	Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.	English	CCSS	{5}	S11436AE	D10003FC
S11436C3	CCSS.ELA-Literacy.RL.5.3	3.	RL.5.3	G5.RL.3	CCSS.ELA.G5.RL.3	f	Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).	English	CCSS	{5}	S11436AE	D10003FC
S1143777	CCSS.ELA-Literacy.RL.6.1	1.	RL.6.1	G6.RL.1	CCSS.ELA.G6.RL.1	f	Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.	English	CCSS	{6}	S11436AE	D10003FC
S1143778	CCSS.ELA-Literacy.RL.6.2	2.	RL.6.2	G6.RL.2	CCSS.ELA.G6.RL.2	f	Determine a theme or central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.	English	CCSS	{6}	S11436AE	D10003FC
S1143779	CCSS.ELA-Literacy.RL.6.3	3.	RL.6.3	G6.RL.3	CCSS.ELA.G6.RL.3	f	Describe how a particular story's or drama's plot unfolds in a series of episodes as well as how the characters respond or change as the plot moves toward a resolution.	English	CCSS	{6}	S11436AE	D10003FC
S114377A	CCSS.ELA-Literacy.RL.7.1	1.	RL.7.1	G7.RL.1	CCSS.ELA.G7.RL.1	f	Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.	English	CCSS	{7}	S11436AE	D10003FC
S114377B	CCSS.ELA-Literacy.RL.7.2	2.	RL.7.2	G7.RL.2	CCSS.ELA.G7.RL.2	f	Determine a theme or central idea of a text and analyze its development over the course of the text; provide an objective summary of the text.	English	CCSS	{7}	S11436AE	D10003FC
S114377C	CCSS.ELA-Literacy.RL.7.3	3.	RL.7.3	G7.RL.3	CCSS.ELA.G7.RL.3	f	Analyze how particular elements of a story or drama interact (e.g., how setting shapes the characters or plot).	English	CCSS	{7}	S11436AE	D10003FC
S114377D	CCSS.ELA-Literacy.RL.8.1	1.	RL.8.1	G8.RL.1	CCSS.ELA.G8.RL.1	f	Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.	English	CCSS	{8}	S11436AE	D10003FC
S114377E	CCSS.ELA-Literacy.RL.8.2	2.	RL.8.2	G8.RL.2	CCSS.ELA.G8.RL.2	f	Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text.	English	CCSS	{8}	S11436AE	D10003FC
S114377F	CCSS.ELA-Literacy.RL.8.3	3.	RL.8.3	G8.RL.3	CCSS.ELA.G8.RL.3	f	Analyze how particular lines of dialogue or incidents in a story or drama propel the action, reveal aspects of a character, or provoke a decision.	English	CCSS	{8}	S11436AE	D10003FC
S1143780	CCSS.ELA-Literacy.RL.9-10.1	1.	RL.9-10.1	G9-10.RL.1	CCSS.ELA.G9-10.RL.1	f	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.	English	CCSS	{9,10}	S11436AE	D10003FC
S1143781	CCSS.ELA-Literacy.RL.9-10.2	2.	RL.9-10.2	G9-10.RL.2	CCSS.ELA.G9-10.RL.2	f	Determine a theme or central idea of a text and analyze in detail its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.	English	CCSS	{9,10}	S11436AE	D10003FC
S1143782	CCSS.ELA-Literacy.RL.9-10.3	3.	RL.9-10.3	G9-10.RL.3	CCSS.ELA.G9-10.RL.3	f	Analyze how complex characters (e.g., those with multiple or conflicting motivations) develop over the course of a text, interact with other characters, and advance the plot or develop the theme.	English	CCSS	{9,10}	S11436AE	D10003FC
S1143783	CCSS.ELA-Literacy.RL.11-12.1	1.	RL.11-12.1	G11-12.RL.1	CCSS.ELA.G11-12.RL.1	f	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain.	English	CCSS	{11,12}	S11436AE	D10003FC
S1143784	CCSS.ELA-Literacy.RL.11-12.2	2.	RL.11-12.2	G11-12.RL.2	CCSS.ELA.G11-12.RL.2	f	Determine two or more themes or central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to produce a complex account; provide an objective summary of the text.	English	CCSS	{11,12}	S11436AE	D10003FC
S1143785	CCSS.ELA-Literacy.RL.11-12.3	3.	RL.11-12.3	G11-12.RL.3	CCSS.ELA.G11-12.RL.3	f	Analyze the impact of the author's choices regarding how to develop and relate elements of a story or drama (e.g., where a story is set, how the action is ordered, how the characters are introduced and developed).	English	CCSS	{11,12}	S11436AE	D10003FC
S11436C4	CCSS.ELA-Literacy.RL.K.4	4.	RL.K.4	GK.RL.4	CCSS.ELA.GK.RL.4	f	Ask and answer questions about unknown words in a text.	English	CCSS	{K}	S11436AF	D10003FC
S11436C5	CCSS.ELA-Literacy.RL.K.5	5.	RL.K.5	GK.RL.5	CCSS.ELA.GK.RL.5	f	Recognize common types of texts (e.g., storybooks, poems).	English	CCSS	{K}	S11436AF	D10003FC
S11436C6	CCSS.ELA-Literacy.RL.K.6	6.	RL.K.6	GK.RL.6	CCSS.ELA.GK.RL.6	f	With prompting and support, name the author and illustrator of a story and define the role of each in telling the story.	English	CCSS	{K}	S11436AF	D10003FC
S11436C7	CCSS.ELA-Literacy.RL.1.4	4.	RL.1.4	G1.RL.4	CCSS.ELA.G1.RL.4	f	Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.	English	CCSS	{1}	S11436AF	D10003FC
S11436C8	CCSS.ELA-Literacy.RL.1.5	5.	RL.1.5	G1.RL.5	CCSS.ELA.G1.RL.5	f	Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types.	English	CCSS	{1}	S11436AF	D10003FC
S11436C9	CCSS.ELA-Literacy.RL.1.6	6.	RL.1.6	G1.RL.6	CCSS.ELA.G1.RL.6	f	Identify who is telling the story at various points in a text.	English	CCSS	{1}	S11436AF	D10003FC
S11436CA	CCSS.ELA-Literacy.RL.2.4	4.	RL.2.4	G2.RL.4	CCSS.ELA.G2.RL.4	f	Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.	English	CCSS	{2}	S11436AF	D10003FC
S11436CB	CCSS.ELA-Literacy.RL.2.5	5.	RL.2.5	G2.RL.5	CCSS.ELA.G2.RL.5	f	Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.	English	CCSS	{2}	S11436AF	D10003FC
S11436CC	CCSS.ELA-Literacy.RL.2.6	6.	RL.2.6	G2.RL.6	CCSS.ELA.G2.RL.6	f	Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.	English	CCSS	{2}	S11436AF	D10003FC
S11436CD	CCSS.ELA-Literacy.RL.3.4	4.	RL.3.4	G3.RL.4	CCSS.ELA.G3.RL.4	f	Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.	English	CCSS	{3}	S11436AF	D10003FC
S2470701	\N	\N	\N	\N	\N	f	Plants depend on water and light to grow.	Science	NGSS	{2}	S2470699	D2454348
S11436CE	CCSS.ELA-Literacy.RL.3.5	5.	RL.3.5	G3.RL.5	CCSS.ELA.G3.RL.5	f	Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.	English	CCSS	{3}	S11436AF	D10003FC
S11436CF	CCSS.ELA-Literacy.RL.3.6	6.	RL.3.6	G3.RL.6	CCSS.ELA.G3.RL.6	f	Distinguish their own point of view from that of the narrator or those of the characters.	English	CCSS	{3}	S11436AF	D10003FC
S11436D0	CCSS.ELA-Literacy.RL.4.4	4.	RL.4.4	G4.RL.4	CCSS.ELA.G4.RL.4	f	Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean).	English	CCSS	{4}	S11436AF	D10003FC
S11436D1	CCSS.ELA-Literacy.RL.4.5	5.	RL.4.5	G4.RL.5	CCSS.ELA.G4.RL.5	f	Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.	English	CCSS	{4}	S11436AF	D10003FC
S11436D2	CCSS.ELA-Literacy.RL.4.6	6.	RL.4.6	G4.RL.6	CCSS.ELA.G4.RL.6	f	Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.	English	CCSS	{4}	S11436AF	D10003FC
S11436D3	CCSS.ELA-Literacy.RL.5.4	4.	RL.5.4	G5.RL.4	CCSS.ELA.G5.RL.4	f	Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.	English	CCSS	{5}	S11436AF	D10003FC
S11436D4	CCSS.ELA-Literacy.RL.5.5	5.	RL.5.5	G5.RL.5	CCSS.ELA.G5.RL.5	f	Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.	English	CCSS	{5}	S11436AF	D10003FC
S11436D5	CCSS.ELA-Literacy.RL.5.6	6.	RL.5.6	G5.RL.6	CCSS.ELA.G5.RL.6	f	Describe how a narrator's or speaker's point of view influences how events are described.	English	CCSS	{5}	S11436AF	D10003FC
S1143786	CCSS.ELA-Literacy.RL.6.4	4.	RL.6.4	G6.RL.4	CCSS.ELA.G6.RL.4	f	Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of a specific word choice on meaning and tone.	English	CCSS	{6}	S11436AF	D10003FC
S1143787	CCSS.ELA-Literacy.RL.6.5	5.	RL.6.5	G6.RL.5	CCSS.ELA.G6.RL.5	f	Analyze how a particular sentence, chapter, scene, or stanza fits into the overall structure of a text and contributes to the development of the theme, setting, or plot.	English	CCSS	{6}	S11436AF	D10003FC
S1143788	CCSS.ELA-Literacy.RL.6.6	6.	RL.6.6	G6.RL.6	CCSS.ELA.G6.RL.6	f	Explain how an author develops the point of view of the narrator or speaker in a text.	English	CCSS	{6}	S11436AF	D10003FC
S1143789	CCSS.ELA-Literacy.RL.7.4	4.	RL.7.4	G7.RL.4	CCSS.ELA.G7.RL.4	f	Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds (e.g., alliteration) on a specific verse or stanza of a poem or section of a story or drama.	English	CCSS	{7}	S11436AF	D10003FC
S114378A	CCSS.ELA-Literacy.RL.7.5	5.	RL.7.5	G7.RL.5	CCSS.ELA.G7.RL.5	f	Analyze how a drama's or poem's form or structure (e.g., soliloquy, sonnet) contributes to its meaning.	English	CCSS	{7}	S11436AF	D10003FC
S114378B	CCSS.ELA-Literacy.RL.7.6	6.	RL.7.6	G7.RL.6	CCSS.ELA.G7.RL.6	f	Analyze how an author develops and contrasts the points of view of different characters or narrators in a text.	English	CCSS	{7}	S11436AF	D10003FC
S114378C	CCSS.ELA-Literacy.RL.8.4	4.	RL.8.4	G8.RL.4	CCSS.ELA.G8.RL.4	f	Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.	English	CCSS	{8}	S11436AF	D10003FC
S114378D	CCSS.ELA-Literacy.RL.8.5	5.	RL.8.5	G8.RL.5	CCSS.ELA.G8.RL.5	f	Compare and contrast the structure of two or more texts and analyze how the differing structure of each text contributes to its meaning and style.	English	CCSS	{8}	S11436AF	D10003FC
S114378E	CCSS.ELA-Literacy.RL.8.6	6.	RL.8.6	G8.RL.6	CCSS.ELA.G8.RL.6	f	Analyze how differences in the points of view of the characters and the audience or reader (e.g., created through the use of dramatic irony) create such effects as suspense or humor.	English	CCSS	{8}	S11436AF	D10003FC
S114378F	CCSS.ELA-Literacy.RL.9-10.4	4.	RL.9-10.4	G9-10.RL.4	CCSS.ELA.G9-10.RL.4	f	Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language evokes a sense of time and place; how it sets a formal or informal tone).	English	CCSS	{9,10}	S11436AF	D10003FC
S1143790	CCSS.ELA-Literacy.RL.9-10.5	5.	RL.9-10.5	G9-10.RL.5	CCSS.ELA.G9-10.RL.5	f	Analyze how an author's choices concerning how to structure a text, order events within it (e.g., parallel plots), and manipulate time (e.g., pacing, flashbacks) create such effects as mystery, tension, or surprise.	English	CCSS	{9,10}	S11436AF	D10003FC
S1143791	CCSS.ELA-Literacy.RL.9-10.6	6.	RL.9-10.6	G9-10.RL.6	CCSS.ELA.G9-10.RL.6	f	Analyze a particular point of view or cultural experience reflected in a work of literature from outside the United States, drawing on a wide reading of world literature.	English	CCSS	{9,10}	S11436AF	D10003FC
S1143792	CCSS.ELA-Literacy.RL.11-12.4	4.	RL.11-12.4	G11-12.RL.4	CCSS.ELA.G11-12.RL.4	f	Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including words with multiple meanings or language that is particularly fresh, engaging, or beautiful. (Include Shakespeare as well as other authors.)	English	CCSS	{11,12}	S11436AF	D10003FC
S1143793	CCSS.ELA-Literacy.RL.11-12.5	5.	RL.11-12.5	G11-12.RL.5	CCSS.ELA.G11-12.RL.5	f	Analyze how an author's choices concerning how to structure specific parts of a text (e.g., the choice of where to begin or end a story, the choice to provide a comedic or tragic resolution) contribute to its overall structure and meaning as well as its aesthetic impact.	English	CCSS	{11,12}	S11436AF	D10003FC
S1143794	CCSS.ELA-Literacy.RL.11-12.6	6.	RL.11-12.6	G11-12.RL.6	CCSS.ELA.G11-12.RL.6	f	Analyze a case in which grasping point of view requires distinguishing what is directly stated in a text from what is really meant (e.g., satire, sarcasm, irony, or understatement).	English	CCSS	{11,12}	S11436AF	D10003FC
S1143740	CCSS.ELA-Literacy.RF.K.2b	b.	RF.K.2.b	GK.RF.2.b	CCSS.ELA.GK.RF.2.b	f	Count, pronounce, blend, and segment syllables in spoken words.	English	CCSS	{K}	S1143733	D10003FC
S11436D6	CCSS.ELA-Literacy.RL.K.7	7.	RL.K.7	GK.RL.7	CCSS.ELA.GK.RL.7	f	With prompting and support, describe the relationship between illustrations and the story in which they appear (e.g., what moment in a story an illustration depicts).	English	CCSS	{K}	S11436B0	D10003FC
S11436D8	CCSS.ELA-Literacy.RL.K.9	9.	RL.K.9	GK.RL.9	CCSS.ELA.GK.RL.9	f	With prompting and support, compare and contrast the adventures and experiences of characters in familiar stories.	English	CCSS	{K}	S11436B0	D10003FC
S11436D9	CCSS.ELA-Literacy.RL.1.7	7.	RL.1.7	G1.RL.7	CCSS.ELA.G1.RL.7	f	Use illustrations and details in a story to describe its characters, setting, or events.	English	CCSS	{1}	S11436B0	D10003FC
S11436DA	CCSS.ELA-Literacy.RL.1.9	9.	RL.1.9	G1.RL.9	CCSS.ELA.G1.RL.9	f	Compare and contrast the adventures and experiences of characters in stories.	English	CCSS	{1}	S11436B0	D10003FC
S11436DB	CCSS.ELA-Literacy.RL.2.7	7.	RL.2.7	G2.RL.7	CCSS.ELA.G2.RL.7	f	Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.	English	CCSS	{2}	S11436B0	D10003FC
S11436DC	CCSS.ELA-Literacy.RL.2.9	9.	RL.2.9	G2.RL.9	CCSS.ELA.G2.RL.9	f	Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.	English	CCSS	{2}	S11436B0	D10003FC
S11436DD	CCSS.ELA-Literacy.RL.3.7	7.	RL.3.7	G3.RL.7	CCSS.ELA.G3.RL.7	f	Explain how specific aspects of a text's illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting).	English	CCSS	{3}	S11436B0	D10003FC
S11436DE	CCSS.ELA-Literacy.RL.3.9	9.	RL.3.9	G3.RL.9	CCSS.ELA.G3.RL.9	f	Compare and contrast the themes, settings, and plots of stories written by the same author about the same or similar characters (e.g., in books from a series).	English	CCSS	{3}	S11436B0	D10003FC
S11436DF	CCSS.ELA-Literacy.RL.4.7	7.	RL.4.7	G4.RL.7	CCSS.ELA.G4.RL.7	f	Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.	English	CCSS	{4}	S11436B0	D10003FC
S11436E0	CCSS.ELA-Literacy.RL.4.9	9.	RL.4.9	G4.RL.9	CCSS.ELA.G4.RL.9	f	Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.	English	CCSS	{4}	S11436B0	D10003FC
S11436E1	CCSS.ELA-Literacy.RL.5.7	7.	RL.5.7	G5.RL.7	CCSS.ELA.G5.RL.7	f	Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).	English	CCSS	{5}	S11436B0	D10003FC
S11436E2	CCSS.ELA-Literacy.RL.5.9	9.	RL.5.9	G5.RL.9	CCSS.ELA.G5.RL.9	f	Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.	English	CCSS	{5}	S11436B0	D10003FC
S1143795	CCSS.ELA-Literacy.RL.6.7	7.	RL.6.7	G6.RL.7	CCSS.ELA.G6.RL.7	f	Compare and contrast the experience of reading a story, drama, or poem to listening to or viewing an audio, video, or live version of the text, including contrasting what they "see" and "hear" when reading the text to what they perceive when they listen or watch.	English	CCSS	{6}	S11436B0	D10003FC
S1143796	CCSS.ELA-Literacy.RL.6.9	9.	RL.6.9	G6.RL.9	CCSS.ELA.G6.RL.9	f	Compare and contrast texts in different forms or genres (e.g., stories and poems; historical novels and fantasy stories) in terms of their approaches to similar themes and topics.	English	CCSS	{6}	S11436B0	D10003FC
S1143797	CCSS.ELA-Literacy.RL.7.7	7.	RL.7.7	G7.RL.7	CCSS.ELA.G7.RL.7	f	Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film).	English	CCSS	{7}	S11436B0	D10003FC
S1143798	CCSS.ELA-Literacy.RL.7.9	9.	RL.7.9	G7.RL.9	CCSS.ELA.G7.RL.9	f	Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history.	English	CCSS	{7}	S11436B0	D10003FC
S1143799	CCSS.ELA-Literacy.RL.8.7	7.	RL.8.7	G8.RL.7	CCSS.ELA.G8.RL.7	f	Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors.	English	CCSS	{8}	S11436B0	D10003FC
S114379A	CCSS.ELA-Literacy.RL.8.9	9.	RL.8.9	G8.RL.9	CCSS.ELA.G8.RL.9	f	Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new.	English	CCSS	{8}	S11436B0	D10003FC
S114379B	CCSS.ELA-Literacy.RL.9-10.7	7.	RL.9-10.7	G9-10.RL.7	CCSS.ELA.G9-10.RL.7	f	Analyze the representation of a subject or a key scene in two different artistic mediums, including what is emphasized or absent in each treatment (e.g., Auden's "Musée des Beaux Arts" and Breughel's Landscape with the Fall of Icarus).	English	CCSS	{9,10}	S11436B0	D10003FC
S114379C	CCSS.ELA-Literacy.RL.9-10.9	9.	RL.9-10.9	G9-10.RL.9	CCSS.ELA.G9-10.RL.9	f	Analyze how an author draws on and transforms source material in a specific work (e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare).	English	CCSS	{9,10}	S11436B0	D10003FC
S114379D	CCSS.ELA-Literacy.RL.11-12.7	7.	RL.11-12.7	G11-12.RL.7	CCSS.ELA.G11-12.RL.7	f	Analyze multiple interpretations of a story, drama, or poem (e.g., recorded or live production of a play or recorded novel or poetry), evaluating how each version interprets the source text. (Include at least one play by Shakespeare and one play by an American dramatist.)	English	CCSS	{11,12}	S11436B0	D10003FC
S114379E	CCSS.ELA-Literacy.RL.11-12.9	9.	RL.11-12.9	G11-12.RL.9	CCSS.ELA.G11-12.RL.9	f	Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics.	English	CCSS	{11,12}	S11436B0	D10003FC
S11436E3	CCSS.ELA-Literacy.RL.K.10	10.	RL.K.10	GK.RL.10	CCSS.ELA.GK.RL.10	f	Actively engage in group reading activities with purpose and understanding.	English	CCSS	{K}	S11436B1	D10003FC
S11436E4	CCSS.ELA-Literacy.RL.1.10	10.	RL.1.10	G1.RL.10	CCSS.ELA.G1.RL.10	f	With prompting and support, read prose and poetry of appropriate complexity for grade 1.	English	CCSS	{1}	S11436B1	D10003FC
